Account,newDate,kWh,Month,Day,Year,Hour,DayOfWeek,Weekday,PeakHour,temp
999999999,2014-01-02,80.82,1,2,2014,10,3,1,1,25.0
999999999,2014-01-02,33.449999999999996,1,2,2014,11,3,1,1,24.1
999999999,2014-01-02,24.825,1,2,2014,12,3,1,1,24.1
999999999,2014-01-02,28.995000000000005,1,2,2014,13,3,1,1,26.1
999999999,2014-01-02,20.775000000000006,1,2,2014,14,3,1,1,19.9
999999999,2014-01-02,6.0,1,2,2014,15,3,1,1,12.0
999999999,2014-01-02,0.0,1,2,2014,16,3,1,1,12.0
999999999,2014-01-02,0.0,1,2,2014,17,3,1,1,10.0
999999999,2014-01-02,0.0,1,2,2014,18,3,1,1,8.1
999999999,2014-01-02,0.0,1,2,2014,19,3,1,1,6.1
999999999,2014-01-02,0.0,1,2,2014,20,3,1,0,6.1
999999999,2014-01-02,0.0,1,2,2014,21,3,1,0,3.9
999999999,2014-01-02,0.0,1,2,2014,22,3,1,0,3.0
999999999,2014-01-02,0.0,1,2,2014,23,3,1,0,1.9
999999999,2014-01-03,0.0,1,3,2014,0,4,1,0,1.9
999999999,2014-01-03,0.0,1,3,2014,1,4,1,0,1.9
999999999,2014-01-03,0.0,1,3,2014,2,4,1,0,1.9
999999999,2014-01-03,0.0,1,3,2014,3,4,1,0,1.9
999999999,2014-01-03,0.0,1,3,2014,4,4,1,0,1.9
999999999,2014-01-03,0.0,1,3,2014,5,4,1,0,3.0
999999999,2014-01-03,6.975,1,3,2014,6,4,1,0,3.0
999999999,2014-01-03,50.790000000000006,1,3,2014,7,4,1,1,3.9
999999999,2014-01-03,51.945,1,3,2014,8,4,1,1,5.0
999999999,2014-01-03,40.275000000000006,1,3,2014,9,4,1,1,6.1
999999999,2014-01-03,41.1,1,3,2014,10,4,1,1,9.0
999999999,2014-01-03,40.995000000000005,1,3,2014,11,4,1,1,10.9
999999999,2014-01-03,40.095,1,3,2014,12,4,1,1,12.0
999999999,2014-01-03,39.059999999999995,1,3,2014,13,4,1,1,14.0
999999999,2014-01-03,37.785,1,3,2014,14,4,1,1,14.0
999999999,2014-01-03,20.295,1,3,2014,15,4,1,1,12.9
999999999,2014-01-03,0.0,1,3,2014,16,4,1,1,10.9
999999999,2014-01-03,0.0,1,3,2014,17,4,1,1,9.0
999999999,2014-01-03,0.0,1,3,2014,18,4,1,1,7.0
999999999,2014-01-03,0.0,1,3,2014,19,4,1,1,6.1
999999999,2014-01-03,0.0,1,3,2014,20,4,1,0,5.0
999999999,2014-01-03,0.0,1,3,2014,21,4,1,0,3.9
999999999,2014-01-03,0.0,1,3,2014,22,4,1,0,3.9
999999999,2014-01-03,0.0,1,3,2014,23,4,1,0,3.9
999999999,2014-01-04,0.0,1,4,2014,0,5,1,0,3.9
999999999,2014-01-04,0.0,1,4,2014,1,5,1,0,3.9
999999999,2014-01-04,0.0,1,4,2014,2,5,1,0,3.0
999999999,2014-01-04,0.0,1,4,2014,3,5,1,0,3.9
999999999,2014-01-04,0.0,1,4,2014,4,5,1,0,3.0
999999999,2014-01-04,0.0,1,4,2014,5,5,1,0,1.9
999999999,2014-01-04,0.0,1,4,2014,6,5,1,0,1.9
999999999,2014-01-04,0.0,1,4,2014,7,5,1,1,3.0
999999999,2014-01-04,0.0,1,4,2014,8,5,1,1,7.0
999999999,2014-01-04,0.0,1,4,2014,9,5,1,1,10.0
999999999,2014-01-04,0.0,1,4,2014,10,5,1,1,14.0
999999999,2014-01-04,0.0,1,4,2014,11,5,1,1,19.0
999999999,2014-01-04,0.0,1,4,2014,12,5,1,1,21.0
999999999,2014-01-04,0.0,1,4,2014,13,5,1,1,23.0
999999999,2014-01-04,0.0,1,4,2014,14,5,1,1,24.1
999999999,2014-01-04,0.0,1,4,2014,15,5,1,1,25.0
999999999,2014-01-04,0.0,1,4,2014,16,5,1,1,26.1
999999999,2014-01-04,0.0,1,4,2014,17,5,1,1,26.1
999999999,2014-01-04,0.0,1,4,2014,18,5,1,1,27.0
999999999,2014-01-04,0.0,1,4,2014,19,5,1,1,27.0
999999999,2014-01-04,0.0,1,4,2014,20,5,1,0,26.1
999999999,2014-01-04,0.0,1,4,2014,21,5,1,0,27.0
999999999,2014-01-04,0.0,1,4,2014,22,5,1,0,27.0
999999999,2014-01-04,0.0,1,4,2014,23,5,1,0,27.0
999999999,2014-01-05,0.0,1,5,2014,0,6,0,0,27.0
999999999,2014-01-05,0.0,1,5,2014,1,6,0,0,26.1
999999999,2014-01-05,0.0,1,5,2014,2,6,0,0,25.0
999999999,2014-01-05,0.0,1,5,2014,3,6,0,0,25.0
999999999,2014-01-05,0.0,1,5,2014,4,6,0,0,26.1
999999999,2014-01-05,0.0,1,5,2014,5,6,0,0,25.0
999999999,2014-01-05,0.0,1,5,2014,6,6,0,0,25.0
999999999,2014-01-05,0.0,1,5,2014,7,6,0,1,24.1
999999999,2014-01-05,0.0,1,5,2014,8,6,0,1,27.0
999999999,2014-01-05,0.0,1,5,2014,9,6,0,1,27.0
999999999,2014-01-05,0.0,1,5,2014,10,6,0,1,30.0
999999999,2014-01-05,0.0,1,5,2014,11,6,0,1,34.0
999999999,2014-01-05,0.0,1,5,2014,12,6,0,1,36.0
999999999,2014-01-05,0.0,1,5,2014,13,6,0,1,36.0
999999999,2014-01-05,0.0,1,5,2014,14,6,0,1,36.0
999999999,2014-01-05,0.0,1,5,2014,15,6,0,1,35.1
999999999,2014-01-05,0.0,1,5,2014,16,6,0,1,35.1
999999999,2014-01-05,0.0,1,5,2014,17,6,0,1,36.0
999999999,2014-01-05,0.0,1,5,2014,18,6,0,1,34.0
999999999,2014-01-05,0.0,1,5,2014,19,6,0,1,36.0
999999999,2014-01-05,0.0,1,5,2014,20,6,0,0,36.0
999999999,2014-01-05,0.0,1,5,2014,21,6,0,0,37.0
999999999,2014-01-05,0.0,1,5,2014,22,6,0,0,37.9
999999999,2014-01-05,0.0,1,5,2014,23,6,0,0,37.0
999999999,2014-01-06,0.0,1,6,2014,0,0,1,0,39.0
999999999,2014-01-06,0.0,1,6,2014,1,0,1,0,39.0
999999999,2014-01-06,0.0,1,6,2014,2,0,1,0,43.0
999999999,2014-01-06,0.0,1,6,2014,3,0,1,0,43.0
999999999,2014-01-06,0.0,1,6,2014,4,0,1,0,44.1
999999999,2014-01-06,0.21,1,6,2014,5,0,1,0,44.6
999999999,2014-01-06,1.3499999999999999,1,6,2014,6,0,1,0,46.9
999999999,2014-01-06,51.075,1,6,2014,7,0,1,1,48.0
999999999,2014-01-06,90.764999,1,6,2014,8,0,1,1,48.0
999999999,2014-01-06,95.609999,1,6,2014,9,0,1,1,51.1
999999999,2014-01-06,89.894999,1,6,2014,10,0,1,1,53.6
999999999,2014-01-06,82.005,1,6,2014,11,0,1,1,55.9
999999999,2014-01-06,75.50999999999999,1,6,2014,12,0,1,1,55.9
999999999,2014-01-06,64.125,1,6,2014,13,0,1,1,54.0
999999999,2014-01-06,51.21,1,6,2014,14,0,1,1,53.1
999999999,2014-01-06,23.55,1,6,2014,15,0,1,1,48.0
999999999,2014-01-06,0.15,1,6,2014,16,0,1,1,45.0
999999999,2014-01-06,0.0,1,6,2014,17,0,1,1,37.9
999999999,2014-01-06,0.0,1,6,2014,18,0,1,1,37.0
999999999,2014-01-06,0.0,1,6,2014,19,0,1,1,35.1
999999999,2014-01-06,0.0,1,6,2014,20,0,1,0,33.1
999999999,2014-01-06,0.0,1,6,2014,21,0,1,0,32.0
999999999,2014-01-06,0.0,1,6,2014,22,0,1,0,30.9
999999999,2014-01-06,0.0,1,6,2014,23,0,1,0,28.9
999999999,2014-01-07,0.0,1,7,2014,0,1,1,0,28.0
999999999,2014-01-07,0.0,1,7,2014,1,1,1,0,27.0
999999999,2014-01-07,0.0,1,7,2014,2,1,1,0,26.1
999999999,2014-01-07,0.0,1,7,2014,3,1,1,0,19.9
999999999,2014-01-07,0.0,1,7,2014,4,1,1,0,17.1
999999999,2014-01-07,0.0,1,7,2014,5,1,1,0,15.1
999999999,2014-01-07,5.4,1,7,2014,6,1,1,0,12.9
999999999,2014-01-07,71.97,1,7,2014,7,1,1,1,12.0
999999999,2014-01-07,105.05999900000002,1,7,2014,8,1,1,1,12.9
999999999,2014-01-07,75.42000000000002,1,7,2014,9,1,1,1,14.0
999999999,2014-01-07,109.43999500000001,1,7,2014,10,1,1,1,15.1
999999999,2014-01-07,94.425,1,7,2014,11,1,1,1,15.1
999999999,2014-01-07,87.21000000000001,1,7,2014,12,1,1,1,16.0
999999999,2014-01-07,82.28999999999999,1,7,2014,13,1,1,1,15.1
999999999,2014-01-07,79.59,1,7,2014,14,1,1,1,15.1
999999999,2014-01-07,40.050000000000004,1,7,2014,15,1,1,1,12.9
999999999,2014-01-07,0.0,1,7,2014,16,1,1,1,12.0
999999999,2014-01-07,0.0,1,7,2014,17,1,1,1,10.9
999999999,2014-01-07,0.0,1,7,2014,18,1,1,1,10.0
999999999,2014-01-07,0.0,1,7,2014,19,1,1,1,10.0
999999999,2014-01-07,0.0,1,7,2014,20,1,1,0,10.0
999999999,2014-01-07,0.0,1,7,2014,21,1,1,0,10.0
999999999,2014-01-07,0.0,1,7,2014,22,1,1,0,10.0
999999999,2014-01-07,0.0,1,7,2014,23,1,1,0,10.0
999999999,2014-01-08,0.0,1,8,2014,0,2,1,0,9.0
999999999,2014-01-08,0.0,1,8,2014,1,2,1,0,8.1
999999999,2014-01-08,0.0,1,8,2014,2,2,1,0,8.1
999999999,2014-01-08,0.0,1,8,2014,3,2,1,0,8.1
999999999,2014-01-08,0.0,1,8,2014,4,2,1,0,8.1
999999999,2014-01-08,0.0,1,8,2014,5,2,1,0,8.1
999999999,2014-01-08,14.07,1,8,2014,6,2,1,0,7.0
999999999,2014-01-08,106.019999,1,8,2014,7,2,1,1,8.1
999999999,2014-01-08,135.809997,1,8,2014,8,2,1,1,10.9
999999999,2014-01-08,142.215,1,8,2014,9,2,1,1,14.0
999999999,2014-01-08,152.534997,1,8,2014,10,2,1,1,17.1
999999999,2014-01-08,101.20499999999998,1,8,2014,11,2,1,1,19.9
999999999,2014-01-08,84.63,1,8,2014,12,2,1,1,21.9
999999999,2014-01-08,77.295,1,8,2014,13,2,1,1,21.0
999999999,2014-01-08,72.30000000000001,1,8,2014,14,2,1,1,21.9
999999999,2014-01-08,40.65,1,8,2014,15,2,1,1,21.0
999999999,2014-01-08,0.03,1,8,2014,16,2,1,1,19.9
999999999,2014-01-08,0.0,1,8,2014,17,2,1,1,19.9
999999999,2014-01-08,0.0,1,8,2014,18,2,1,1,19.9
999999999,2014-01-08,0.0,1,8,2014,19,2,1,1,19.0
999999999,2014-01-08,0.0,1,8,2014,20,2,1,0,19.0
999999999,2014-01-08,0.0,1,8,2014,21,2,1,0,19.0
999999999,2014-01-08,0.0,1,8,2014,22,2,1,0,19.0
999999999,2014-01-08,0.0,1,8,2014,23,2,1,0,19.9
999999999,2014-01-09,0.0,1,9,2014,0,3,1,0,19.9
999999999,2014-01-09,0.0,1,9,2014,1,3,1,0,19.9
999999999,2014-01-09,0.0,1,9,2014,2,3,1,0,19.0
999999999,2014-01-09,0.0,1,9,2014,3,3,1,0,19.9
999999999,2014-01-09,0.0,1,9,2014,4,3,1,0,19.9
999999999,2014-01-09,0.0,1,9,2014,5,3,1,0,19.0
999999999,2014-01-09,20.49,1,9,2014,6,3,1,0,19.0
999999999,2014-01-09,110.35499899999999,1,9,2014,7,3,1,1,19.9
999999999,2014-01-09,127.019998,1,9,2014,8,3,1,1,21.9
999999999,2014-01-09,241.91999399999997,1,9,2014,9,3,1,1,24.1
999999999,2014-01-09,308.579991,1,9,2014,10,3,1,1,26.1
999999999,2014-01-09,303.92999399999997,1,9,2014,11,3,1,1,26.1
999999999,2014-01-09,292.84499199999993,1,9,2014,12,3,1,1,28.0
999999999,2014-01-09,286.30499299999997,1,9,2014,13,3,1,1,30.0
999999999,2014-01-09,86.64000000000001,1,9,2014,14,3,1,1,30.0
999999999,2014-01-09,45.870000000000005,1,9,2014,15,3,1,1,28.9
999999999,2014-01-09,0.0,1,9,2014,16,3,1,1,27.0
999999999,2014-01-09,0.0,1,9,2014,17,3,1,1,25
999999999,2014-01-09,0.0,1,9,2014,18,3,1,1,25.0
999999999,2014-01-09,0.0,1,9,2014,19,3,1,1,23.0
999999999,2014-01-09,0.0,1,9,2014,20,3,1,0,21.9
999999999,2014-01-09,0.0,1,9,2014,21,3,1,0,21.9
999999999,2014-01-09,0.0,1,9,2014,22,3,1,0,19.0
999999999,2014-01-09,0.0,1,9,2014,23,3,1,0,19.0
999999999,2014-01-10,0.0,1,10,2014,0,4,1,0,19.0
999999999,2014-01-10,0.0,1,10,2014,1,4,1,0,19.0
999999999,2014-01-10,0.0,1,10,2014,2,4,1,0,19.0
999999999,2014-01-10,0.0,1,10,2014,3,4,1,0,19.9
999999999,2014-01-10,0.0,1,10,2014,4,4,1,0,21.9
999999999,2014-01-10,0.0,1,10,2014,5,4,1,0,24.1
999999999,2014-01-10,20.145,1,10,2014,6,4,1,0,24.1
999999999,2014-01-10,93.04499900000002,1,10,2014,7,4,1,1,23.0
999999999,2014-01-10,126.47999900000002,1,10,2014,8,4,1,1,24.1
999999999,2014-01-10,125.69999399999999,1,10,2014,9,4,1,1,27.0
999999999,2014-01-10,115.28999999999999,1,10,2014,10,4,1,1,28.0
999999999,2014-01-10,95.64000000000001,1,10,2014,11,4,1,1,30.0
999999999,2014-01-10,92.30999999999999,1,10,2014,12,4,1,1,30.9
999999999,2014-01-10,70.065,1,10,2014,13,4,1,1,32.0
999999999,2014-01-10,37.905,1,10,2014,14,4,1,1,32.0
999999999,2014-01-10,13.454999999999997,1,10,2014,15,4,1,1,32.0
999999999,2014-01-10,0.0,1,10,2014,16,4,1,1,33.1
999999999,2014-01-10,0.0,1,10,2014,17,4,1,1,35.1
999999999,2014-01-10,0.0,1,10,2014,18,4,1,1,36.0
999999999,2014-01-10,0.0,1,10,2014,19,4,1,1,35.1
999999999,2014-01-10,0.0,1,10,2014,20,4,1,0,35.1
999999999,2014-01-10,0.0,1,10,2014,21,4,1,0,34.0
999999999,2014-01-10,0.0,1,10,2014,22,4,1,0,34.0
999999999,2014-01-10,0.0,1,10,2014,23,4,1,0,35.1
999999999,2014-01-11,0.0,1,11,2014,0,5,1,0,34.0
999999999,2014-01-11,0.0,1,11,2014,1,5,1,0,34.0
999999999,2014-01-11,0.0,1,11,2014,2,5,1,0,35.1
999999999,2014-01-11,0.0,1,11,2014,3,5,1,0,35.1
999999999,2014-01-11,0.0,1,11,2014,4,5,1,0,35.1
999999999,2014-01-11,0.0,1,11,2014,5,5,1,0,36.0
999999999,2014-01-11,0.0,1,11,2014,6,5,1,0,39.0
999999999,2014-01-11,0.0,1,11,2014,7,5,1,1,43.0
999999999,2014-01-11,0.0,1,11,2014,8,5,1,1,46.0
999999999,2014-01-11,0.0,1,11,2014,9,5,1,1,48.0
999999999,2014-01-11,0.0,1,11,2014,10,5,1,1,54.0
999999999,2014-01-11,0.0,1,11,2014,11,5,1,1,55.0
999999999,2014-01-11,0.0,1,11,2014,12,5,1,1,55.9
999999999,2014-01-11,0.0,1,11,2014,13,5,1,1,55.9
999999999,2014-01-11,0.0,1,11,2014,14,5,1,1,54.0
999999999,2014-01-11,0.0,1,11,2014,15,5,1,1,55.9
999999999,2014-01-11,0.0,1,11,2014,16,5,1,1,57.9
999999999,2014-01-11,0.0,1,11,2014,17,5,1,1,57.0
999999999,2014-01-11,0.0,1,11,2014,18,5,1,1,55.9
999999999,2014-01-11,0.0,1,11,2014,19,5,1,1,57.0
999999999,2014-01-11,0.0,1,11,2014,20,5,1,0,57.9
999999999,2014-01-11,0.0,1,11,2014,21,5,1,0,55.9
999999999,2014-01-11,0.0,1,11,2014,22,5,1,0,51.1
999999999,2014-01-11,0.0,1,11,2014,23,5,1,0,53.1
999999999,2014-01-12,0.0,1,12,2014,0,6,0,0,54.0
999999999,2014-01-12,0.0,1,12,2014,1,6,0,0,52.0
999999999,2014-01-12,0.0,1,12,2014,2,6,0,0,48.9
999999999,2014-01-12,0.0,1,12,2014,3,6,0,0,46.9
999999999,2014-01-12,0.0,1,12,2014,4,6,0,0,46.0
999999999,2014-01-12,0.0,1,12,2014,5,6,0,0,44.1
999999999,2014-01-12,0.0,1,12,2014,6,6,0,0,43.0
999999999,2014-01-12,0.0,1,12,2014,7,6,0,1,42.1
999999999,2014-01-12,0.0,1,12,2014,8,6,0,1,43.0
999999999,2014-01-12,0.0,1,12,2014,9,6,0,1,44.1
999999999,2014-01-12,0.0,1,12,2014,10,6,0,1,45.0
999999999,2014-01-12,0.0,1,12,2014,11,6,0,1,46.9
999999999,2014-01-12,0.0,1,12,2014,12,6,0,1,45.0
999999999,2014-01-12,0.0,1,12,2014,13,6,0,1,45.0
999999999,2014-01-12,0.0,1,12,2014,14,6,0,1,45.0
999999999,2014-01-12,0.0,1,12,2014,15,6,0,1,44.1
999999999,2014-01-12,0.0,1,12,2014,16,6,0,1,43.0
999999999,2014-01-12,0.0,1,12,2014,17,6,0,1,42.1
999999999,2014-01-12,0.0,1,12,2014,18,6,0,1,41.0
999999999,2014-01-12,0.0,1,12,2014,19,6,0,1,39.9
999999999,2014-01-12,0.0,1,12,2014,20,6,0,0,39.9
999999999,2014-01-12,0.0,1,12,2014,21,6,0,0,39.9
999999999,2014-01-12,0.0,1,12,2014,22,6,0,0,37.9
999999999,2014-01-12,0.0,1,12,2014,23,6,0,0,37.9
999999999,2014-01-13,0.0,1,13,2014,0,0,1,0,37.0
999999999,2014-01-13,0.0,1,13,2014,1,0,1,0,37.0
999999999,2014-01-13,0.0,1,13,2014,2,0,1,0,37.0
999999999,2014-01-13,0.0,1,13,2014,3,0,1,0,34.0
999999999,2014-01-13,0.0,1,13,2014,4,0,1,0,33.1
999999999,2014-01-13,0.0,1,13,2014,5,0,1,0,30.9
999999999,2014-01-13,22.905,1,13,2014,6,0,1,0,30.9
999999999,2014-01-13,104.789997,1,13,2014,7,0,1,1,33.1
999999999,2014-01-13,135.41999699999997,1,13,2014,8,0,1,1,37.0
999999999,2014-01-13,128.789997,1,13,2014,9,0,1,1,41.0
999999999,2014-01-13,128.47499700000003,1,13,2014,10,0,1,1,44.1
999999999,2014-01-13,102.284999,1,13,2014,11,0,1,1,46.9
999999999,2014-01-13,95.234999,1,13,2014,12,0,1,1,50.0
999999999,2014-01-13,85.89,1,13,2014,13,0,1,1,48.9
999999999,2014-01-13,73.815,1,13,2014,14,0,1,1,48.9
999999999,2014-01-13,31.140000000000004,1,13,2014,15,0,1,1,46.9
999999999,2014-01-13,0.045,1,13,2014,16,0,1,1,45.0
999999999,2014-01-13,0.0,1,13,2014,17,0,1,1,46.0
999999999,2014-01-13,0.0,1,13,2014,18,0,1,1,45.0
999999999,2014-01-13,0.0,1,13,2014,19,0,1,1,45.0
999999999,2014-01-13,0.0,1,13,2014,20,0,1,0,44.1
999999999,2014-01-13,0.0,1,13,2014,21,0,1,0,46.9
999999999,2014-01-13,0.0,1,13,2014,22,0,1,0,46.9
999999999,2014-01-13,0.0,1,13,2014,23,0,1,0,48.0
999999999,2014-01-14,0.0,1,14,2014,0,1,1,0,48.9
999999999,2014-01-14,0.0,1,14,2014,1,1,1,0,48.0
999999999,2014-01-14,0.0,1,14,2014,2,1,1,0,48.0
999999999,2014-01-14,0.0,1,14,2014,3,1,1,0,46.9
999999999,2014-01-14,0.0,1,14,2014,4,1,1,0,45.0
999999999,2014-01-14,0.0,1,14,2014,5,1,1,0,44.1
999999999,2014-01-14,0.0,1,14,2014,6,1,1,0,46.9
999999999,2014-01-14,81.629998,1,14,2014,7,1,1,1,48.0
999999999,2014-01-14,101.039993,1,14,2014,8,1,1,1,46.9
999999999,2014-01-14,92.20500000000001,1,14,2014,9,1,1,1,46.9
999999999,2014-01-14,91.97999899999999,1,14,2014,10,1,1,1,48.0
999999999,2014-01-14,81.76499999999999,1,14,2014,11,1,1,1,48.0
999999999,2014-01-14,63.36,1,14,2014,12,1,1,1,48.9
999999999,2014-01-14,63.269999999999996,1,14,2014,13,1,1,1,46.9
999999999,2014-01-14,53.355,1,14,2014,14,1,1,1,46.4
999999999,2014-01-14,23.655000000000005,1,14,2014,15,1,1,1,46.9
999999999,2014-01-14,0.24,1,14,2014,16,1,1,1,46.9
999999999,2014-01-14,0.0,1,14,2014,17,1,1,1,45.0
999999999,2014-01-14,0.0,1,14,2014,18,1,1,1,48.0
999999999,2014-01-14,0.0,1,14,2014,19,1,1,1,46.9
999999999,2014-01-14,0.0,1,14,2014,20,1,1,0,46.0
999999999,2014-01-14,0.0,1,14,2014,21,1,1,0,45.0
999999999,2014-01-14,0.0,1,14,2014,22,1,1,0,45.0
999999999,2014-01-14,0.0,1,14,2014,23,1,1,0,44.1
999999999,2014-01-15,0.0,1,15,2014,0,2,1,0,43.0
999999999,2014-01-15,0.0,1,15,2014,1,2,1,0,43.0
999999999,2014-01-15,0.0,1,15,2014,2,2,1,0,42.1
999999999,2014-01-15,0.0,1,15,2014,3,2,1,0,41.0
999999999,2014-01-15,0.0,1,15,2014,4,2,1,0,39.0
999999999,2014-01-15,0.0,1,15,2014,5,2,1,0,37.0
999999999,2014-01-15,6.9750000000000005,1,15,2014,6,2,1,0,36.0
999999999,2014-01-15,59.565,1,15,2014,7,2,1,1,37.0
999999999,2014-01-15,89.114999,1,15,2014,8,2,1,1,39.0
999999999,2014-01-15,95.624999,1,15,2014,9,2,1,1,42.1
999999999,2014-01-15,109.274998,1,15,2014,10,2,1,1,44.1
999999999,2014-01-15,79.74000000000001,1,15,2014,11,2,1,1,46.0
999999999,2014-01-15,68.895,1,15,2014,12,2,1,1,46.0
999999999,2014-01-15,59.32499999999999,1,15,2014,13,2,1,1,46.9
999999999,2014-01-15,49.24499999999999,1,15,2014,14,2,1,1,46.0
999999999,2014-01-15,18.330000000000002,1,15,2014,15,2,1,1,44.1
999999999,2014-01-15,0.0,1,15,2014,16,2,1,1,42.1
999999999,2014-01-15,0.0,1,15,2014,17,2,1,1,39.9
999999999,2014-01-15,0.0,1,15,2014,18,2,1,1,39.9
999999999,2014-01-15,0.0,1,15,2014,19,2,1,1,42.1
999999999,2014-01-15,0.0,1,15,2014,20,2,1,0,39.0
999999999,2014-01-15,0.0,1,15,2014,21,2,1,0,37.9
999999999,2014-01-15,0.0,1,15,2014,22,2,1,0,39.0
999999999,2014-01-15,0.0,1,15,2014,23,2,1,0,37.9
999999999,2014-01-16,0.0,1,16,2014,0,3,1,0,36.0
999999999,2014-01-16,0.0,1,16,2014,1,3,1,0,35.1
999999999,2014-01-16,0.0,1,16,2014,2,3,1,0,35.1
999999999,2014-01-16,0.0,1,16,2014,3,3,1,0,36.0
999999999,2014-01-16,0.0,1,16,2014,4,3,1,0,34.0
999999999,2014-01-16,0.0,1,16,2014,5,3,1,0,33.1
999999999,2014-01-16,4.364999999999999,1,16,2014,6,3,1,0,34.0
999999999,2014-01-16,88.934999,1,16,2014,7,3,1,1,33.8
999999999,2014-01-16,92.22,1,16,2014,8,3,1,1,35.1
999999999,2014-01-16,96.779999,1,16,2014,9,3,1,1,37.0
999999999,2014-01-16,99.914999,1,16,2014,10,3,1,1,39.0
999999999,2014-01-16,66.47999999999999,1,16,2014,11,3,1,1,37.9
999999999,2014-01-16,66.27000000000001,1,16,2014,12,3,1,1,37.0
999999999,2014-01-16,57.285000000000004,1,16,2014,13,3,1,1,37.9
999999999,2014-01-16,50.31,1,16,2014,14,3,1,1,39.0
999999999,2014-01-16,23.4,1,16,2014,15,3,1,1,37.9
999999999,2014-01-16,0.0,1,16,2014,16,3,1,1,37.9
999999999,2014-01-16,0.0,1,16,2014,17,3,1,1,37.9
999999999,2014-01-16,0.0,1,16,2014,18,3,1,1,37.9
999999999,2014-01-16,0.0,1,16,2014,19,3,1,1,37.9
999999999,2014-01-16,0.0,1,16,2014,20,3,1,0,37.0
999999999,2014-01-16,0.0,1,16,2014,21,3,1,0,37.9
999999999,2014-01-16,0.0,1,16,2014,22,3,1,0,37.9
999999999,2014-01-16,0.0,1,16,2014,23,3,1,0,37.9
999999999,2014-01-17,0.0,1,17,2014,0,4,1,0,37.0
999999999,2014-01-17,0.0,1,17,2014,1,4,1,0,37.4
999999999,2014-01-17,0.0,1,17,2014,2,4,1,0,37.0
999999999,2014-01-17,0.0,1,17,2014,3,4,1,0,37.0
999999999,2014-01-17,0.0,1,17,2014,4,4,1,0,37.0
999999999,2014-01-17,0.0,1,17,2014,5,4,1,0,37.0
999999999,2014-01-17,9.075,1,17,2014,6,4,1,0,36.0
999999999,2014-01-17,81.524998,1,17,2014,7,4,1,1,35.6
999999999,2014-01-17,106.109999,1,17,2014,8,4,1,1,37.9
999999999,2014-01-17,95.474998,1,17,2014,9,4,1,1,39.0
999999999,2014-01-17,94.58999800000002,1,17,2014,10,4,1,1,39.9
999999999,2014-01-17,72.78000000000002,1,17,2014,11,4,1,1,42.1
999999999,2014-01-17,66.015,1,17,2014,12,4,1,1,44.1
999999999,2014-01-17,62.99999999999999,1,17,2014,13,4,1,1,45.0
999999999,2014-01-17,49.739999999999995,1,17,2014,14,4,1,1,45.0
999999999,2014-01-17,17.130000000000003,1,17,2014,15,4,1,1,44.1
